"","subject","activity_label","variable","value"
"10772",26,"SITTING","tBodyAccJerk.std...X",-0.99225839525641
"10773",26,"STANDING","tBodyAccJerk.std...X",-0.990498355
"10774",26,"WALKING","tBodyAccJerk.std...X",-0.328452881355932
"10775",26,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...X",-0.128111641206
"10776",26,"WALKING_UPSTAIRS","tBodyAccJerk.std...X",-0.290879965872727
"10777",27,"LAYING","tBodyAccJerk.std...X",-0.986471899324324
"10778",27,"SITTING","tBodyAccJerk.std...X",-0.990658097857143
"10779",27,"STANDING","tBodyAccJerk.std...X",-0.987628362
"10780",27,"WALKING","tBodyAccJerk.std...X",-0.316184021578947
"10781",27,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...X",-0.00358338882727273
"10782",27,"WALKING_UPSTAIRS","tBodyAccJerk.std...X",-0.468066189411765
"10783",28,"LAYING","tBodyAccJerk.std...X",-0.9801647165
"10784",28,"SITTING","tBodyAccJerk.std...X",-0.976286679444444
"10785",28,"STANDING","tBodyAccJerk.std...X",-0.968604559620253
"10786",28,"WALKING","tBodyAccJerk.std...X",-0.335700184259259
"10787",28,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...X",-0.0167652227782609
"10788",28,"WALKING_UPSTAIRS","tBodyAccJerk.std...X",-0.312671655921569
"10789",29,"LAYING","tBodyAccJerk.std...X",-0.99200598942029
"10790",29,"SITTING","tBodyAccJerk.std...X",-0.993525560333333
"10791",29,"STANDING","tBodyAccJerk.std...X",-0.993652820615385
"10792",29,"WALKING","tBodyAccJerk.std...X",-0.22143354279434
"10793",29,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...X",-0.023952574044375
"10794",29,"WALKING_UPSTAIRS","tBodyAccJerk.std...X",-0.182365815065306
"10795",30,"LAYING","tBodyAccJerk.std...X",-0.977463775571429
"10796",30,"SITTING","tBodyAccJerk.std...X",-0.988864577419355
"10797",30,"STANDING","tBodyAccJerk.std...X",-0.968430745254237
"10798",30,"WALKING","tBodyAccJerk.std...X",-0.374400941384615
"10799",30,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...X",-0.226643901120968
"10800",30,"WALKING_UPSTAIRS","tBodyAccJerk.std...X",-0.535420203384615
"10801",1,"LAYING","tBodyAccJerk.std...Y",-0.9241492736
"10802",1,"SITTING","tBodyAccJerk.std...Y",-0.981371965319149
"10803",1,"STANDING","tBodyAccJerk.std...Y",-0.98564873245283
"10804",1,"WALKING","tBodyAccJerk.std...Y",0.0670025007684211
"10805",1,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Y",-0.101601390640816
"10806",1,"WALKING_UPSTAIRS","tBodyAccJerk.std...Y",-0.378274426037736
"10807",2,"LAYING","tBodyAccJerk.std...Y",-0.98317254125
"10808",2,"SITTING","tBodyAccJerk.std...Y",-0.977983955434783
"10809",2,"STANDING","tBodyAccJerk.std...Y",-0.97105943962963
"10810",2,"WALKING","tBodyAccJerk.std...Y",-0.0166022362847458
"10811",2,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Y",0.126828014557447
"10812",2,"WALKING_UPSTAIRS","tBodyAccJerk.std...Y",-0.185648954220833
"10813",3,"LAYING","tBodyAccJerk.std...Y",-0.968710724677419
"10814",3,"SITTING","tBodyAccJerk.std...Y",-0.953631390961538
"10815",3,"STANDING","tBodyAccJerk.std...Y",-0.941686785737705
"10816",3,"WALKING","tBodyAccJerk.std...Y",-0.0449619594258621
"10817",3,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Y",-0.111439194979592
"10818",3,"WALKING_UPSTAIRS","tBodyAccJerk.std...Y",-0.251680364540678
"10819",4,"LAYING","tBodyAccJerk.std...Y",-0.942209488333333
"10820",4,"SITTING","tBodyAccJerk.std...Y",-0.9445961056
"10821",4,"STANDING","tBodyAccJerk.std...Y",-0.938354677857143
"10822",4,"WALKING","tBodyAccJerk.std...Y",-0.221165131581667
"10823",4,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Y",-0.146242294857778
"10824",4,"WALKING_UPSTAIRS","tBodyAccJerk.std...Y",-0.281543175326923
"10825",5,"LAYING","tBodyAccJerk.std...Y",-0.964560430961538
"10826",5,"SITTING","tBodyAccJerk.std...Y",-0.952786261136364
"10827",5,"STANDING","tBodyAccJerk.std...Y",-0.931217140714286
"10828",5,"WALKING","tBodyAccJerk.std...Y",-0.0910397428607143
"10829",5,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Y",0.0473612314702128
"10830",5,"WALKING_UPSTAIRS","tBodyAccJerk.std...Y",-0.125026612744681
"10831",6,"LAYING","tBodyAccJerk.std...Y",-0.933674494385965
"10832",6,"SITTING","tBodyAccJerk.std...Y",-0.945143686181818
"10833",6,"STANDING","tBodyAccJerk.std...Y",-0.949362277017544
"10834",6,"WALKING","tBodyAccJerk.std...Y",0.00808897373684211
"10835",6,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Y",0.276544029529167
"10836",6,"WALKING_UPSTAIRS","tBodyAccJerk.std...Y",-0.0413994646723529
"10837",7,"LAYING","tBodyAccJerk.std...Y",-0.973093160192308
"10838",7,"SITTING","tBodyAccJerk.std...Y",-0.969458676458333
"10839",7,"STANDING","tBodyAccJerk.std...Y",-0.965810609622642
"10840",7,"WALKING","tBodyAccJerk.std...Y",-0.0547448948245614
"10841",7,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Y",-0.296279674759574
"10842",7,"WALKING_UPSTAIRS","tBodyAccJerk.std...Y",-0.519897595686274
"10843",8,"LAYING","tBodyAccJerk.std...Y",-0.976520952037037
"10844",8,"SITTING","tBodyAccJerk.std...Y",-0.980784606086957
"10845",8,"STANDING","tBodyAccJerk.std...Y",-0.976442140740741
"10846",8,"WALKING","tBodyAccJerk.std...Y",0.233987544458333
"10847",8,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Y",0.288140718789474
"10848",8,"WALKING_UPSTAIRS","tBodyAccJerk.std...Y",-0.0123501104926829
"10849",9,"LAYING","tBodyAccJerk.std...Y",-0.9639966798
"10850",9,"SITTING","tBodyAccJerk.std...Y",-0.9567775448
"10851",9,"STANDING","tBodyAccJerk.std...Y",-0.963849332888889
"10852",9,"WALKING","tBodyAccJerk.std...Y",-0.276929933846154
"10853",9,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Y",-0.3094424725
"10854",9,"WALKING_UPSTAIRS","tBodyAccJerk.std...Y",-0.586147012244898
"10855",10,"LAYING","tBodyAccJerk.std...Y",-0.966930793448276
"10856",10,"SITTING","tBodyAccJerk.std...Y",-0.980756789814815
"10857",10,"STANDING","tBodyAccJerk.std...Y",-0.941328663409091
"10858",10,"WALKING","tBodyAccJerk.std...Y",0.0750804952113207
"10859",10,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Y",-0.105020355562895
"10860",10,"WALKING_UPSTAIRS","tBodyAccJerk.std...Y",-0.177803083425532
"10861",11,"LAYING","tBodyAccJerk.std...Y",-0.972777455263158
"10862",11,"SITTING","tBodyAccJerk.std...Y",-0.966766643396226
"10863",11,"STANDING","tBodyAccJerk.std...Y",-0.979428279574468
"10864",11,"WALKING","tBodyAccJerk.std...Y",-0.181419230254237
"10865",11,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Y",-0.126816662141304
"10866",11,"WALKING_UPSTAIRS","tBodyAccJerk.std...Y",-0.428119229814815
"10867",12,"LAYING","tBodyAccJerk.std...Y",-0.962639526833333
"10868",12,"SITTING","tBodyAccJerk.std...Y",-0.964047461568627
"10869",12,"STANDING","tBodyAccJerk.std...Y",-0.953203115409836
"10870",12,"WALKING","tBodyAccJerk.std...Y",-0.089404968585
"10871",12,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Y",0.0629216671304348
"10872",12,"WALKING_UPSTAIRS","tBodyAccJerk.std...Y",-0.311328991057692
"10873",13,"LAYING","tBodyAccJerk.std...Y",-0.980152342903226
"10874",13,"SITTING","tBodyAccJerk.std...Y",-0.984267557755102
"10875",13,"STANDING","tBodyAccJerk.std...Y",-0.977704172105263
"10876",13,"WALKING","tBodyAccJerk.std...Y",0.0565488771722807
"10877",13,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Y",-0.149027773519149
"10878",13,"WALKING_UPSTAIRS","tBodyAccJerk.std...Y",-0.323333932218182
"10879",14,"LAYING","tBodyAccJerk.std...Y",-0.96812761745098
"10880",14,"SITTING","tBodyAccJerk.std...Y",-0.967828356296296
"10881",14,"STANDING","tBodyAccJerk.std...Y",-0.966362425833333
"10882",14,"WALKING","tBodyAccJerk.std...Y",-0.344339569152542
"10883",14,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Y",0.192791766468889
"10884",14,"WALKING_UPSTAIRS","tBodyAccJerk.std...Y",-0.336427181240741
"10885",15,"LAYING","tBodyAccJerk.std...Y",-0.970921587777778
"10886",15,"SITTING","tBodyAccJerk.std...Y",-0.978126998813559
"10887",15,"STANDING","tBodyAccJerk.std...Y",-0.967720399622641
"10888",15,"WALKING","tBodyAccJerk.std...Y",-0.0319265467387037
"10889",15,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Y",0.0158059210738095
"10890",15,"WALKING_UPSTAIRS","tBodyAccJerk.std...Y",-0.311861356875
"10891",16,"LAYING","tBodyAccJerk.std...Y",-0.984867286857143
"10892",16,"SITTING","tBodyAccJerk.std...Y",-0.981800970724638
"10893",16,"STANDING","tBodyAccJerk.std...Y",-0.98262195474359
"10894",16,"WALKING","tBodyAccJerk.std...Y",-0.425563858627451
"10895",16,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Y",-0.261684752425532
"10896",16,"WALKING_UPSTAIRS","tBodyAccJerk.std...Y",-0.425625937254902
"10897",17,"LAYING","tBodyAccJerk.std...Y",-0.976960542816901
"10898",17,"SITTING","tBodyAccJerk.std...Y",-0.98863700234375
"10899",17,"STANDING","tBodyAccJerk.std...Y",-0.98666125974359
"10900",17,"WALKING","tBodyAccJerk.std...Y",-0.0935385034
"10901",17,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Y",-0.304063534173913
"10902",17,"WALKING_UPSTAIRS","tBodyAccJerk.std...Y",-0.349791873229167
"10903",18,"LAYING","tBodyAccJerk.std...Y",-0.985554339384615
"10904",18,"SITTING","tBodyAccJerk.std...Y",-0.984002717017544
"10905",18,"STANDING","tBodyAccJerk.std...Y",-0.975277836849315
"10906",18,"WALKING","tBodyAccJerk.std...Y",-0.320158763392857
"10907",18,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Y",-0.447033872545455
"10908",18,"WALKING_UPSTAIRS","tBodyAccJerk.std...Y",-0.56794063862069
"10909",19,"LAYING","tBodyAccJerk.std...Y",-0.974524522650602
"10910",19,"SITTING","tBodyAccJerk.std...Y",-0.979267729041096
"10911",19,"STANDING","tBodyAccJerk.std...Y",-0.970543276575342
"10912",19,"WALKING","tBodyAccJerk.std...Y",0.0809271194038462
"10913",19,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Y",0.355306716915385
"10914",19,"WALKING_UPSTAIRS","tBodyAccJerk.std...Y",-0.0128865483575
"10915",20,"LAYING","tBodyAccJerk.std...Y",-0.977002606764706
"10916",20,"SITTING","tBodyAccJerk.std...Y",-0.970896863484848
"10917",20,"STANDING","tBodyAccJerk.std...Y",-0.935605650958904
"10918",20,"WALKING","tBodyAccJerk.std...Y",0.244310894098039
"10919",20,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Y",0.289670966711111
"10920",20,"WALKING_UPSTAIRS","tBodyAccJerk.std...Y",-0.260789711588235
"10921",21,"LAYING","tBodyAccJerk.std...Y",-0.971584753222222
"10922",21,"SITTING","tBodyAccJerk.std...Y",-0.979002804823529
"10923",21,"STANDING","tBodyAccJerk.std...Y",-0.963921458202247
"10924",21,"WALKING","tBodyAccJerk.std...Y",-0.0347143855729423
"10925",21,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Y",-0.0796009757622222
"10926",21,"WALKING_UPSTAIRS","tBodyAccJerk.std...Y",-0.203209665702128
"10927",22,"LAYING","tBodyAccJerk.std...Y",-0.955151526805556
"10928",22,"SITTING","tBodyAccJerk.std...Y",-0.964782832419355
"10929",22,"STANDING","tBodyAccJerk.std...Y",-0.952303493968254
"10930",22,"WALKING","tBodyAccJerk.std...Y",0.225542290191304
"10931",22,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Y",0.0198613278611111
"10932",22,"WALKING_UPSTAIRS","tBodyAccJerk.std...Y",-0.0575784544857143
"10933",23,"LAYING","tBodyAccJerk.std...Y",-0.988611616666667
"10934",23,"SITTING","tBodyAccJerk.std...Y",-0.978045837794118
"10935",23,"STANDING","tBodyAccJerk.std...Y",-0.975219983676471
"10936",23,"WALKING","tBodyAccJerk.std...Y",-0.0805017337711864
"10937",23,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Y",-0.0883301225796296
"10938",23,"WALKING_UPSTAIRS","tBodyAccJerk.std...Y",-0.328225031
"10939",24,"LAYING","tBodyAccJerk.std...Y",-0.982430495
"10940",24,"SITTING","tBodyAccJerk.std...Y",-0.979573678088235
"10941",24,"STANDING","tBodyAccJerk.std...Y",-0.967745638695652
"10942",24,"WALKING","tBodyAccJerk.std...Y",-0.302220161206897
"10943",24,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Y",-0.169291887741818
"10944",24,"WALKING_UPSTAIRS","tBodyAccJerk.std...Y",-0.51522075220339
"10945",25,"LAYING","tBodyAccJerk.std...Y",-0.945687169726027
"10946",25,"SITTING","tBodyAccJerk.std...Y",-0.982870991692308
"10947",25,"STANDING","tBodyAccJerk.std...Y",-0.972272410540541
"10948",25,"WALKING","tBodyAccJerk.std...Y",-0.382619718513514
"10949",25,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Y",-0.371661522413793
"10950",25,"WALKING_UPSTAIRS","tBodyAccJerk.std...Y",-0.627131235692308
"10951",26,"LAYING","tBodyAccJerk.std...Y",-0.987182887763158
"10952",26,"SITTING","tBodyAccJerk.std...Y",-0.986215215641026
"10953",26,"STANDING","tBodyAccJerk.std...Y",-0.975935485405405
"10954",26,"WALKING","tBodyAccJerk.std...Y",-0.261863589338983
"10955",26,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Y",-0.08640490273602
"10956",26,"WALKING_UPSTAIRS","tBodyAccJerk.std...Y",-0.399771473818182
"10957",27,"LAYING","tBodyAccJerk.std...Y",-0.985159461756757
"10958",27,"SITTING","tBodyAccJerk.std...Y",-0.985097470714286
"10959",27,"STANDING","tBodyAccJerk.std...Y",-0.975829725
"10960",27,"WALKING","tBodyAccJerk.std...Y",-0.104090459225439
"10961",27,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Y",-0.138528104113636
"10962",27,"WALKING_UPSTAIRS","tBodyAccJerk.std...Y",-0.426833499411765
"10963",28,"LAYING","tBodyAccJerk.std...Y",-0.97867953975
"10964",28,"SITTING","tBodyAccJerk.std...Y",-0.962219452777778
"10965",28,"STANDING","tBodyAccJerk.std...Y",-0.933768175063291
"10966",28,"WALKING","tBodyAccJerk.std...Y",-0.220123120851852
"10967",28,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Y",0.0265530133695652
"10968",28,"WALKING_UPSTAIRS","tBodyAccJerk.std...Y",-0.331602407372549
"10969",29,"LAYING","tBodyAccJerk.std...Y",-0.989513565652174
"10970",29,"SITTING","tBodyAccJerk.std...Y",-0.9840551
"10971",29,"STANDING","tBodyAccJerk.std...Y",-0.983338157846154
"10972",29,"WALKING","tBodyAccJerk.std...Y",-0.087174644469434
"10973",29,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Y",-0.07734083835625
"10974",29,"WALKING_UPSTAIRS","tBodyAccJerk.std...Y",-0.388624195510204
"10975",30,"LAYING","tBodyAccJerk.std...Y",-0.971049778142857
"10976",30,"SITTING","tBodyAccJerk.std...Y",-0.980420928387097
"10977",30,"STANDING","tBodyAccJerk.std...Y",-0.957318881355932
"10978",30,"WALKING","tBodyAccJerk.std...Y",-0.270709274446154
"10979",30,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Y",-0.194656096556452
"10980",30,"WALKING_UPSTAIRS","tBodyAccJerk.std...Y",-0.587214542923077
"10981",1,"LAYING","tBodyAccJerk.std...Z",-0.9548551108
"10982",1,"SITTING","tBodyAccJerk.std...Z",-0.987910804468085
"10983",1,"STANDING","tBodyAccJerk.std...Z",-0.992251177358491
"10984",1,"WALKING","tBodyAccJerk.std...Z",-0.502699788526316
"10985",1,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Z",-0.345735032326531
"10986",1,"WALKING_UPSTAIRS","tBodyAccJerk.std...Z",-0.706593530943396
"10987",2,"LAYING","tBodyAccJerk.std...Z",-0.988442014375
"10988",2,"SITTING","tBodyAccJerk.std...Z",-0.98751821173913
"10989",2,"STANDING","tBodyAccJerk.std...Z",-0.982841446481482
"10990",2,"WALKING","tBodyAccJerk.std...Z",-0.586090418983051
"10991",2,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Z",-0.340122023191489
"10992",2,"WALKING_UPSTAIRS","tBodyAccJerk.std...Z",-0.5737463525
"10993",3,"LAYING","tBodyAccJerk.std...Z",-0.982093162903226
"10994",3,"SITTING","tBodyAccJerk.std...Z",-0.974661565961538
"10995",3,"STANDING","tBodyAccJerk.std...Z",-0.973059634918033
"10996",3,"WALKING","tBodyAccJerk.std...Z",-0.52948611637931
"10997",3,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Z",-0.571735243061224
"10998",3,"WALKING_UPSTAIRS","tBodyAccJerk.std...Z",-0.708551711864407
"10999",4,"LAYING","tBodyAccJerk.std...Z",-0.978511984259259
"11000",4,"SITTING","tBodyAccJerk.std...Z",-0.9790387658
"11001",4,"STANDING","tBodyAccJerk.std...Z",-0.973054201071429
"11002",4,"WALKING","tBodyAccJerk.std...Z",-0.7513913825
"11003",4,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Z",-0.626646986888889
"11004",4,"WALKING_UPSTAIRS","tBodyAccJerk.std...Z",-0.726495311923077
"11005",5,"LAYING","tBodyAccJerk.std...Z",-0.985419368461538
"11006",5,"SITTING","tBodyAccJerk.std...Z",-0.973436529545455
"11007",5,"STANDING","tBodyAccJerk.std...Z",-0.963832118928571
"11008",5,"WALKING","tBodyAccJerk.std...Z",-0.612895318571429
"11009",5,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Z",-0.52265163787234
"11010",5,"WALKING_UPSTAIRS","tBodyAccJerk.std...Z",-0.63836903212766
"11011",6,"LAYING","tBodyAccJerk.std...Z",-0.959646055263158
"11012",6,"SITTING","tBodyAccJerk.std...Z",-0.958572952545454
"11013",6,"STANDING","tBodyAccJerk.std...Z",-0.967547241754386
"11014",6,"WALKING","tBodyAccJerk.std...Z",-0.575777466491228
"11015",6,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Z",-0.336817322270833
"11016",6,"WALKING_UPSTAIRS","tBodyAccJerk.std...Z",-0.560830688235294
"11017",7,"LAYING","tBodyAccJerk.std...Z",-0.972983064230769
"11018",7,"SITTING","tBodyAccJerk.std...Z",-0.972256472708333
"11019",7,"STANDING","tBodyAccJerk.std...Z",-0.972060053207547
"11020",7,"WALKING","tBodyAccJerk.std...Z",-0.149488514397895
"11021",7,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Z",-0.347107758021277
"11022",7,"WALKING_UPSTAIRS","tBodyAccJerk.std...Z",-0.60780843627451
"11023",8,"LAYING","tBodyAccJerk.std...Z",-0.96608757462963
"11024",8,"SITTING","tBodyAccJerk.std...Z",-0.985285807173913
"11025",8,"STANDING","tBodyAccJerk.std...Z",-0.982610899259259
"11026",8,"WALKING","tBodyAccJerk.std...Z",-0.383200596479167
"11027",8,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Z",-0.0135136269
"11028",8,"WALKING_UPSTAIRS","tBodyAccJerk.std...Z",-0.447518179097561
"11029",9,"LAYING","tBodyAccJerk.std...Z",-0.958562455
"11030",9,"SITTING","tBodyAccJerk.std...Z",-0.9618894376
"11031",9,"STANDING","tBodyAccJerk.std...Z",-0.970584264666667
"11032",9,"WALKING","tBodyAccJerk.std...Z",-0.409764526153846
"11033",9,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Z",-0.359513362761905
"11034",9,"WALKING_UPSTAIRS","tBodyAccJerk.std...Z",-0.647296002040816
"11035",10,"LAYING","tBodyAccJerk.std...Z",-0.976256662586207
"11036",10,"SITTING","tBodyAccJerk.std...Z",-0.988255803703704
"11037",10,"STANDING","tBodyAccJerk.std...Z",-0.9764306
"11038",10,"WALKING","tBodyAccJerk.std...Z",-0.511662905849057
"11039",10,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Z",-0.318188417289474
"11040",10,"WALKING_UPSTAIRS","tBodyAccJerk.std...Z",-0.607520480212766
"11041",11,"LAYING","tBodyAccJerk.std...Z",-0.982111784210526
"11042",11,"SITTING","tBodyAccJerk.std...Z",-0.983441609622641
"11043",11,"STANDING","tBodyAccJerk.std...Z",-0.990132989574468
"11044",11,"WALKING","tBodyAccJerk.std...Z",-0.720654731186441
"11045",11,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Z",-0.579710482173913
"11046",11,"WALKING_UPSTAIRS","tBodyAccJerk.std...Z",-0.785359167222222
"11047",12,"LAYING","tBodyAccJerk.std...Z",-0.970629308166667
"11048",12,"SITTING","tBodyAccJerk.std...Z",-0.97911346627451
"11049",12,"STANDING","tBodyAccJerk.std...Z",-0.975556976885246
"11050",12,"WALKING","tBodyAccJerk.std...Z",-0.512276838
"11051",12,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Z",-0.498655793478261
"11052",12,"WALKING_UPSTAIRS","tBodyAccJerk.std...Z",-0.719336352692308
"11053",13,"LAYING","tBodyAccJerk.std...Z",-0.983070657419355
"11054",13,"SITTING","tBodyAccJerk.std...Z",-0.987612090204082
"11055",13,"STANDING","tBodyAccJerk.std...Z",-0.986926242631579
"11056",13,"WALKING","tBodyAccJerk.std...Z",-0.374633172105263
"11057",13,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Z",-0.31704660987234
"11058",13,"WALKING_UPSTAIRS","tBodyAccJerk.std...Z",-0.660921263636364
"11059",14,"LAYING","tBodyAccJerk.std...Z",-0.972431855490196
"11060",14,"SITTING","tBodyAccJerk.std...Z",-0.976133383518519
"11061",14,"STANDING","tBodyAccJerk.std...Z",-0.970766734
"11062",14,"WALKING","tBodyAccJerk.std...Z",-0.472791088644068
"11063",14,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Z",-0.133634060621778
"11064",14,"WALKING_UPSTAIRS","tBodyAccJerk.std...Z",-0.327868814314815
"11065",15,"LAYING","tBodyAccJerk.std...Z",-0.978402956527778
"11066",15,"SITTING","tBodyAccJerk.std...Z",-0.987011024745763
"11067",15,"STANDING","tBodyAccJerk.std...Z",-0.985301940754717
"11068",15,"WALKING","tBodyAccJerk.std...Z",-0.686268420555556
"11069",15,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Z",-0.404005582309524
"11070",15,"WALKING_UPSTAIRS","tBodyAccJerk.std...Z",-0.748809454166667
"11071",16,"LAYING","tBodyAccJerk.std...Z",-0.987644127
"11072",16,"SITTING","tBodyAccJerk.std...Z",-0.983487212898551
"11073",16,"STANDING","tBodyAccJerk.std...Z",-0.988073825641026
"11074",16,"WALKING","tBodyAccJerk.std...Z",-0.44025821745098
"11075",16,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Z",-0.303381582831915
"11076",16,"WALKING_UPSTAIRS","tBodyAccJerk.std...Z",-0.593411129607843
"11077",17,"LAYING","tBodyAccJerk.std...Z",-0.98281300056338
"11078",17,"SITTING","tBodyAccJerk.std...Z",-0.990529261875
"11079",17,"STANDING","tBodyAccJerk.std...Z",-0.991217027307692
"11080",17,"WALKING","tBodyAccJerk.std...Z",-0.534303311639344
"11081",17,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Z",-0.536331570652174
"11082",17,"WALKING_UPSTAIRS","tBodyAccJerk.std...Z",-0.657430836041667
"11083",18,"LAYING","tBodyAccJerk.std...Z",-0.990660246153846
"11084",18,"SITTING","tBodyAccJerk.std...Z",-0.990153121754386
"11085",18,"STANDING","tBodyAccJerk.std...Z",-0.988455249452055
"11086",18,"WALKING","tBodyAccJerk.std...Z",-0.633325860714286
"11087",18,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Z",-0.651246664909091
"11088",18,"WALKING_UPSTAIRS","tBodyAccJerk.std...Z",-0.760829911206897
"11089",19,"LAYING","tBodyAccJerk.std...Z",-0.988260181084337
"11090",19,"SITTING","tBodyAccJerk.std...Z",-0.986704740273973
"11091",19,"STANDING","tBodyAccJerk.std...Z",-0.986142491917808
"11092",19,"WALKING","tBodyAccJerk.std...Z",-0.179390497475
"11093",19,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Z",-0.0200111148717949
"11094",19,"WALKING_UPSTAIRS","tBodyAccJerk.std...Z",-0.4442822275
"11095",20,"LAYING","tBodyAccJerk.std...Z",-0.984989224117647
"11096",20,"SITTING","tBodyAccJerk.std...Z",-0.976522488787879
"11097",20,"STANDING","tBodyAccJerk.std...Z",-0.958936310958904
"11098",20,"WALKING","tBodyAccJerk.std...Z",-0.387664584313725
"11099",20,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Z",-0.381503405466667
"11100",20,"WALKING_UPSTAIRS","tBodyAccJerk.std...Z",-0.513641207058824
"11101",21,"LAYING","tBodyAccJerk.std...Z",-0.983977644222222
"11102",21,"SITTING","tBodyAccJerk.std...Z",-0.985823622941176
"11103",21,"STANDING","tBodyAccJerk.std...Z",-0.977915677191011
"11104",21,"WALKING","tBodyAccJerk.std...Z",-0.425142604807692
"11105",21,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Z",-0.246061882112444
"11106",21,"WALKING_UPSTAIRS","tBodyAccJerk.std...Z",-0.562052350212766
"11107",22,"LAYING","tBodyAccJerk.std...Z",-0.974527011944444
"11108",22,"SITTING","tBodyAccJerk.std...Z",-0.978928356290323
"11109",22,"STANDING","tBodyAccJerk.std...Z",-0.981478064920635
"11110",22,"WALKING","tBodyAccJerk.std...Z",-0.313155902608696
"11111",22,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Z",-0.477806646111111
"11112",22,"WALKING_UPSTAIRS","tBodyAccJerk.std...Z",-0.471703304761905
"11113",23,"LAYING","tBodyAccJerk.std...Z",-0.984663476666667
"11114",23,"SITTING","tBodyAccJerk.std...Z",-0.975978995
"11115",23,"STANDING","tBodyAccJerk.std...Z",-0.973595215441176
"11116",23,"WALKING","tBodyAccJerk.std...Z",-0.0293115056033898
"11117",23,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Z",0.0310157077775926
"11118",23,"WALKING_UPSTAIRS","tBodyAccJerk.std...Z",-0.408094020392157
"11119",24,"LAYING","tBodyAccJerk.std...Z",-0.983087366805556
"11120",24,"SITTING","tBodyAccJerk.std...Z",-0.984662946764706
"11121",24,"STANDING","tBodyAccJerk.std...Z",-0.977716354927536
"11122",24,"WALKING","tBodyAccJerk.std...Z",-0.491189466034483
"11123",24,"WALKING_DOWNSTAIRS","tBodyAccJerk.std...Z",-0.290239376563636
"11124",24,"WALKING_UPSTAIRS","tBodyAccJerk.std...Z",-0.523807264237288
"11125",25,"LAYING","tBodyAccJerk.std...Z",-0.96783552630137
"11126",25,"SITTING","tBodyAccJerk.std...Z",-0.988433153384615
"11127",25,"STANDING","tBodyAccJerk.std...Z",-0.987062685135135
"11128",25,"WALKING","tBodyAccJerk.std...Z",-0.675601403648649
